received_timestamp,last_price,security_id,tradable,mode,open,close,high,low,change_percent,change_absolute,last_update_time
2024-02-12 09:26:08,16.19,21,0,66,15.45,15.45,16.19,15.45,4.79,0.74,1707710168
2024-02-12 09:26:11,16.18,21,0,66,15.45,15.45,16.19,15.45,4.72,0.73,1707710171
2024-02-12 09:26:13,16.19,21,0,66,15.45,15.45,16.19,15.45,4.79,0.74,1707710173
2024-02-12 09:26:16,16.18,21,0,66,15.45,15.45,16.19,15.45,4.72,0.73,1707710176
2024-02-12 09:26:17,16.19,21,0,66,15.45,15.45,16.19,15.45,4.79,0.74,1707710177
2024-02-12 09:26:18,16.18,21,0,66,15.45,15.45,16.19,15.45,4.72,0.73,1707710178
2024-02-12 09:26:19,16.2,21,0,66,15.45,15.45,16.2,15.45,4.85,0.75,1707710179
2024-02-12 09:26:20,16.19,21,0,66,15.45,15.45,16.2,15.45,4.79,0.74,1707710180
2024-02-12 09:26:21,16.2,21,0,66,15.45,15.45,16.2,15.45,4.85,0.75,1707710181
2024-02-12 09:26:22,16.19,21,0,66,15.45,15.45,16.2,15.45,4.79,0.74,1707710182
2024-02-12 09:26:23,16.2,21,0,66,15.45,15.45,16.2,15.45,4.85,0.75,1707710183
2024-02-12 09:26:24,16.19,21,0,66,15.45,15.45,16.2,15.45,4.79,0.74,1707710184
2024-02-12 09:26:27,16.2,21,0,66,15.45,15.45,16.2,15.45,4.85,0.75,1707710187
2024-02-12 09:26:29,16.18,21,0,66,15.45,15.45,16.2,15.45,4.72,0.73,1707710189
2024-02-12 09:26:30,16.19,21,0,66,15.45,15.45,16.2,15.45,4.79,0.74,1707710190
2024-02-12 09:26:38,16.21,21,0,66,15.45,15.45,16.21,15.45,4.92,0.76,1707710198
2024-02-12 09:26:39,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710199
2024-02-12 09:26:42,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710202
2024-02-12 09:26:49,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710209
2024-02-12 09:26:56,16.18,21,0,66,15.45,15.45,16.21,15.45,4.72,0.73,1707710216
2024-02-12 09:27:03,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710219
2024-02-12 09:27:07,16.21,21,0,66,15.45,15.45,16.21,15.45,4.92,0.76,1707710227
2024-02-12 09:27:08,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710228
2024-02-12 09:27:10,16.18,21,0,66,15.45,15.45,16.21,15.45,4.72,0.73,1707710230
2024-02-12 09:27:11,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710231
2024-02-12 09:27:13,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710233
2024-02-12 09:27:14,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710234
2024-02-12 09:27:15,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710235
2024-02-12 09:27:16,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710236
2024-02-12 09:27:17,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710237
2024-02-12 09:27:18,16.19,21,0,66,15.45,15.45,16.21,15.45,4.79,0.74,1707710238
2024-02-12 09:27:19,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710239
2024-02-12 09:27:20,16.21,21,0,66,15.45,15.45,16.21,15.45,4.92,0.76,1707710240
2024-02-12 09:27:21,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710241
2024-02-12 09:27:52,16.21,21,0,66,15.45,15.45,16.21,15.45,4.92,0.76,1707710257
2024-02-12 09:27:52,16.2,21,0,66,15.45,15.45,16.21,15.45,4.85,0.75,1707710258
2024-02-12 09:27:52,16.22,21,0,66,15.45,15.45,16.22,15.45,4.98,0.77,1707710260
2024-02-12 09:27:52,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710261
2024-02-12 09:27:52,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710264
2024-02-12 09:27:52,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710265
2024-02-12 09:27:56,16.22,21,0,66,15.45,15.45,16.22,15.45,4.98,0.77,1707710269
2024-02-12 09:27:56,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710271
2024-02-12 09:27:56,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710272
2024-02-12 09:28:27,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710307
2024-02-12 09:28:29,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710309
2024-02-12 09:28:30,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710310
2024-02-12 09:28:31,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710311
2024-02-12 09:28:32,16.19,21,0,66,15.45,15.45,16.22,15.45,4.79,0.74,1707710312
2024-02-12 09:28:34,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710314
2024-02-12 09:28:48,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710328
2024-02-12 09:28:50,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710330
2024-02-12 09:28:51,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710331
2024-02-12 09:28:52,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710332
2024-02-12 09:28:53,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710333
2024-02-12 09:28:54,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710334
2024-02-12 09:28:55,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710335
2024-02-12 09:28:56,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710336
2024-02-12 09:29:03,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710343
2024-02-12 09:29:04,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710344
2024-02-12 09:29:06,16.21,21,0,66,15.45,15.45,16.22,15.45,4.92,0.76,1707710346
2024-02-12 09:29:07,16.2,21,0,66,15.45,15.45,16.22,15.45,4.85,0.75,1707710347
2024-02-12 09:29:14,16.19,21,0,66,15.45,15.45,16.22,15.45,4.79,0.74,1707710354
2024-02-12 09:29:15,16.18,21,0,66,15.45,15.45,16.22,15.45,4.72,0.73,1707710355
2024-02-12 09:29:21,16.17,21,0,66,15.45,15.45,16.22,15.45,4.66,0.72,1707710361
2024-02-12 09:29:23,16.16,21,0,66,15.45,15.45,16.22,15.45,4.6,0.71,1707710363
2024-02-12 09:29:24,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710364
2024-02-12 09:29:27,16.15,21,0,66,15.45,15.45,16.22,15.45,4.53,0.7,1707710367
2024-02-12 09:29:28,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710368
2024-02-12 09:29:29,16.15,21,0,66,15.45,15.45,16.22,15.45,4.53,0.7,1707710369
2024-02-12 09:29:35,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710375
2024-02-12 09:29:38,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710378
2024-02-12 09:29:39,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710379
2024-02-12 09:29:43,16.15,21,0,66,15.45,15.45,16.22,15.45,4.53,0.7,1707710383
2024-02-12 09:29:51,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710391
2024-02-12 09:29:54,16.15,21,0,66,15.45,15.45,16.22,15.45,4.53,0.7,1707710394
2024-02-12 09:29:55,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710395
2024-02-12 09:29:56,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710396
2024-02-12 09:29:57,16.14,21,0,66,15.45,15.45,16.22,15.45,4.47,0.69,1707710397
2024-02-12 09:29:59,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710399
2024-02-12 09:30:07,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710407
2024-02-12 09:30:09,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710409
2024-02-12 09:30:11,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710411
2024-02-12 09:30:14,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710414
2024-02-12 09:30:15,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710415
2024-02-12 09:30:24,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710424
2024-02-12 09:30:27,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710427
2024-02-12 09:30:28,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710428
2024-02-12 09:30:29,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710429
2024-02-12 09:30:34,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710434
2024-02-12 09:30:35,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710435
2024-02-12 09:30:37,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710437
2024-02-12 09:30:42,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710442
2024-02-12 09:30:45,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710445
2024-02-12 09:30:46,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710446
2024-02-12 09:30:47,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710447
2024-02-12 09:30:48,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710448
2024-02-12 09:30:51,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710451
2024-02-12 09:30:55,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710455
2024-02-12 09:30:56,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710456
2024-02-12 09:30:57,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710457
2024-02-12 09:30:58,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710458
2024-02-12 09:31:00,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710460
2024-02-12 09:31:02,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710462
2024-02-12 09:31:04,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710464
2024-02-12 09:31:05,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710465
2024-02-12 09:31:06,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710466
2024-02-12 09:31:12,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710472
2024-02-12 09:31:13,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710473
2024-02-12 09:31:20,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710480
2024-02-12 09:31:22,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710482
2024-02-12 09:31:27,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710487
2024-02-12 09:31:28,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710488
2024-02-12 09:31:29,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710489
2024-02-12 09:31:30,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710490
2024-02-12 09:31:32,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710492
2024-02-12 09:31:35,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710495
2024-02-12 09:31:41,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710501
2024-02-12 09:31:52,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710512
2024-02-12 09:31:53,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710513
2024-02-12 09:31:55,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710515
2024-02-12 09:31:56,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710516
2024-02-12 09:31:57,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710517
2024-02-12 09:31:58,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710518
2024-02-12 09:31:59,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710519
2024-02-12 09:32:00,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710520
2024-02-12 09:32:02,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710522
2024-02-12 09:32:05,16.08,21,0,66,15.45,15.45,16.22,15.45,4.08,0.63,1707710525
2024-02-12 09:32:07,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710527
2024-02-12 09:32:08,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710528
2024-02-12 09:32:09,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710529
2024-02-12 09:32:10,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710530
2024-02-12 09:32:14,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710534
2024-02-12 09:32:16,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710536
2024-02-12 09:32:17,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710537
2024-02-12 09:32:18,16.09,21,0,66,15.45,15.45,16.22,15.45,4.14,0.64,1707710538
2024-02-12 09:32:19,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710539
2024-02-12 09:32:21,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710541
2024-02-12 09:32:23,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710543
2024-02-12 09:32:24,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710544
2024-02-12 09:32:26,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710546
2024-02-12 09:32:27,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710547
2024-02-12 09:32:30,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710550
2024-02-12 09:32:32,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710552
2024-02-12 09:32:46,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710566
2024-02-12 09:32:47,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710567
2024-02-12 09:32:52,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710572
2024-02-12 09:32:54,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710574
2024-02-12 09:33:04,16.1,21,0,66,15.45,15.45,16.22,15.45,4.21,0.65,1707710584
2024-02-12 09:33:05,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710585
2024-02-12 09:33:11,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710591
2024-02-12 09:33:12,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710592
2024-02-12 09:33:19,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710599
2024-02-12 09:33:20,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710600
2024-02-12 09:33:21,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710601
2024-02-12 09:33:30,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710610
2024-02-12 09:33:31,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710611
2024-02-12 09:33:33,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710613
2024-02-12 09:33:37,16.11,21,0,66,15.45,15.45,16.22,15.45,4.27,0.66,1707710617
2024-02-12 09:33:38,16.12,21,0,66,15.45,15.45,16.22,15.45,4.34,0.67,1707710618
2024-02-12 09:33:41,16.13,21,0,66,15.45,15.45,16.22,15.45,4.4,0.68,1707710621
2024-02-12 09:33:51,16.16,21,0,66,15.45,15.45,16.22,15.45,4.6,0.71,1707710631
2024-02-12 09:33:57,16.15,21,0,66,15.45,15.45,16.22,15.45,4.53,0.7,1707710637
2024-02-12 09:33:58,16.16,21,0,66,15.45,15.45,16.22,15.45,4.6,0.71,1707710638
2024-02-12 09:36:30,16.17,21,0,66,15.45,15.45,16.22,15.45,4.66,0.72,1707710641
2024-02-12 09:44:57,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711297
2024-02-12 09:44:58,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711298
2024-02-12 09:44:59,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711299
2024-02-12 09:45:00,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711300
2024-02-12 09:45:05,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711305
2024-02-12 09:45:06,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711306
2024-02-12 09:45:07,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711307
2024-02-12 09:45:08,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711308
2024-02-12 09:45:13,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711313
2024-02-12 09:45:15,16.34,21,0,66,15.45,15.45,16.35,15.45,5.76,0.89,1707711315
2024-02-12 09:45:23,16.35,21,0,66,15.45,15.45,16.35,15.45,5.83,0.9,1707711323
2024-02-12 09:45:25,16.34,21,0,66,15.45,15.45,16.35,15.45,5.76,0.89,1707711325
2024-02-12 09:45:26,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711326
2024-02-12 09:45:27,16.34,21,0,66,15.45,15.45,16.35,15.45,5.76,0.89,1707711327
2024-02-12 09:45:29,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711329
2024-02-12 09:45:34,16.32,21,0,66,15.45,15.45,16.35,15.45,5.63,0.87,1707711334
2024-02-12 09:45:35,16.33,21,0,66,15.45,15.45,16.35,15.45,5.7,0.88,1707711335
2024-02-12 09:45:36,16.34,21,0,66,15.45,15.45,16.35,15.45,5.76,0.89,1707711336
2024-02-12 09:45:39,16.35,21,0,66,15.45,15.45,16.35,15.45,5.83,0.9,1707711339
2024-02-12 09:45:44,16.36,21,0,66,15.45,15.45,16.36,15.45,5.89,0.91,1707711344
2024-02-12 09:45:45,16.34,21,0,66,15.45,15.45,16.36,15.45,5.76,0.89,1707711345
2024-02-12 09:46:00,16.33,21,0,66,15.45,15.45,16.36,15.45,5.7,0.88,1707711360
2024-02-12 09:46:02,16.34,21,0,66,15.45,15.45,16.36,15.45,5.76,0.89,1707711362
2024-02-12 09:46:04,16.33,21,0,66,15.45,15.45,16.36,15.45,5.7,0.88,1707711364
2024-02-12 09:46:06,16.34,21,0,66,15.45,15.45,16.36,15.45,5.76,0.89,1707711366
2024-02-12 09:46:08,16.33,21,0,66,15.45,15.45,16.36,15.45,5.7,0.88,1707711368
2024-02-12 09:46:13,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711373
2024-02-12 09:46:15,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711375
2024-02-12 09:46:25,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711385
2024-02-12 09:46:29,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711389
2024-02-12 09:46:31,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711391
2024-02-12 09:46:32,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711392
2024-02-12 09:46:33,16.33,21,0,66,15.45,15.45,16.36,15.45,5.7,0.88,1707711393
2024-02-12 09:46:34,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711394
2024-02-12 09:46:37,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711397
2024-02-12 09:46:38,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711398
2024-02-12 09:46:43,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711403
2024-02-12 09:46:53,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711413
2024-02-12 09:46:54,16.29,21,0,66,15.45,15.45,16.36,15.45,5.44,0.84,1707711414
2024-02-12 09:46:57,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711417
2024-02-12 09:47:00,16.32,21,0,66,15.45,15.45,16.36,15.45,5.63,0.87,1707711420
2024-02-12 09:47:02,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711421
2024-02-12 09:47:02,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711422
2024-02-12 09:49:43,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711582
2024-02-12 09:49:48,16.21,21,0,66,15.45,15.45,16.36,15.45,4.92,0.76,1707711588
2024-02-12 09:49:49,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711589
2024-02-12 09:49:50,16.23,21,0,66,15.45,15.45,16.36,15.45,5.05,0.78,1707711590
2024-02-12 09:49:57,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711597
2024-02-12 09:49:58,16.28,21,0,66,15.45,15.45,16.36,15.45,5.37,0.83,1707711598
2024-02-12 09:50:03,16.27,21,0,66,15.45,15.45,16.36,15.45,5.31,0.82,1707711603
2024-02-12 09:50:06,16.28,21,0,66,15.45,15.45,16.36,15.45,5.37,0.83,1707711606
2024-02-12 09:50:10,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711610
2024-02-12 09:50:11,16.31,21,0,66,15.45,15.45,16.36,15.45,5.57,0.86,1707711611
2024-02-12 09:50:12,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711612
2024-02-12 09:50:18,16.29,21,0,66,15.45,15.45,16.36,15.45,5.44,0.84,1707711618
2024-02-12 09:50:19,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711619
2024-02-12 09:50:20,16.29,21,0,66,15.45,15.45,16.36,15.45,5.44,0.84,1707711620
2024-02-12 09:50:23,16.28,21,0,66,15.45,15.45,16.36,15.45,5.37,0.83,1707711623
2024-02-12 09:50:24,16.29,21,0,66,15.45,15.45,16.36,15.45,5.44,0.84,1707711624
2024-02-12 09:50:26,16.28,21,0,66,15.45,15.45,16.36,15.45,5.37,0.83,1707711626
2024-02-12 09:50:28,16.29,21,0,66,15.45,15.45,16.36,15.45,5.44,0.84,1707711628
2024-02-12 09:50:36,16.3,21,0,66,15.45,15.45,16.36,15.45,5.5,0.85,1707711636
2024-02-12 09:50:39,16.24,21,0,66,15.45,15.45,16.36,15.45,5.11,0.79,1707711639
2024-02-12 09:50:42,16.23,21,0,66,15.45,15.45,16.36,15.45,5.05,0.78,1707711642
2024-02-12 09:50:43,16.24,21,0,66,15.45,15.45,16.36,15.45,5.11,0.79,1707711643
2024-02-12 09:50:44,16.23,21,0,66,15.45,15.45,16.36,15.45,5.05,0.78,1707711644
2024-02-12 09:50:45,16.24,21,0,66,15.45,15.45,16.36,15.45,5.11,0.79,1707711645
2024-02-12 09:50:46,16.23,21,0,66,15.45,15.45,16.36,15.45,5.05,0.78,1707711646
2024-02-12 09:50:47,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711647
2024-02-12 09:50:48,16.21,21,0,66,15.45,15.45,16.36,15.45,4.92,0.76,1707711648
2024-02-12 09:50:49,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711649
2024-02-12 09:50:50,16.23,21,0,66,15.45,15.45,16.36,15.45,5.05,0.78,1707711650
2024-02-12 09:50:51,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711651
2024-02-12 09:51:01,16.21,21,0,66,15.45,15.45,16.36,15.45,4.92,0.76,1707711661
2024-02-12 09:51:03,16.2,21,0,66,15.45,15.45,16.36,15.45,4.85,0.75,1707711663
2024-02-12 09:51:04,16.21,21,0,66,15.45,15.45,16.36,15.45,4.92,0.76,1707711664
2024-02-12 09:51:06,16.22,21,0,66,15.45,15.45,16.36,15.45,4.98,0.77,1707711666
2024-02-12 09:51:07,16.2,21,0,66,15.45,15.45,16.36,15.45,4.85,0.75,1707711667
2024-02-12 09:51:10,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711670
2024-02-12 09:51:12,16.2,21,0,66,15.45,15.45,16.36,15.45,4.85,0.75,1707711672
2024-02-12 09:51:14,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711674
2024-02-12 09:51:15,16.2,21,0,66,15.45,15.45,16.36,15.45,4.85,0.75,1707711675
2024-02-12 09:51:16,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711676
2024-02-12 09:51:17,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711677
2024-02-12 09:51:18,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711678
2024-02-12 09:51:19,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711679
2024-02-12 09:51:20,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711680
2024-02-12 09:51:26,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711686
2024-02-12 09:51:30,16.17,21,0,66,15.45,15.45,16.36,15.45,4.66,0.72,1707711690
2024-02-12 09:51:31,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711691
2024-02-12 09:51:34,16.17,21,0,66,15.45,15.45,16.36,15.45,4.66,0.72,1707711694
2024-02-12 09:51:36,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711696
2024-02-12 09:51:40,16.17,21,0,66,15.45,15.45,16.36,15.45,4.66,0.72,1707711700
2024-02-12 09:51:41,16.18,21,0,66,15.45,15.45,16.36,15.45,4.72,0.73,1707711701
2024-02-12 09:51:45,16.19,21,0,66,15.45,15.45,16.36,15.45,4.79,0.74,1707711705
